NAME,PUBLIC GALLERY NAME,LOCATION,OS TYPE,ARCHITECTURE,SECURITY TYPE,OS STATE,RESOURCE ID,LOCATION ID,KIND,RESOURCE TYPE,TYPE,
"1804gen2gpucontainerd (MexicoCentral/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","Mexico Central","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/MexicoCentral/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","mexicocentral","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (NewZealandNorth/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","New Zealand North","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/NewZealandNorth/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","newzealandnorth","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (NorwayEast/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","Norway East","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/NorwayEast/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","norwayeast","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (NorwayWest/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","Norway West","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/NorwayWest/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","norwaywest","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (SouthAfricaNorth/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","South Africa North","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/SouthAfricaNorth/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","southafricanorth","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (SouthAfricaWest/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","South Africa West","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/SouthAfricaWest/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","southafricawest","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (SouthIndia/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","South India","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/SouthIndia/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","southindia","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (SpainCentral/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","Spain Central","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/SpainCentral/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","spaincentral","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (SwedenCentral/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","Sweden Central","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/SwedenCentral/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","swedencentral","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (SwedenSouth/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","swedensouth","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/SwedenSouth/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","swedensouth","","microsoft.compute/locations/communitygalleries/images","Community image"
